Player;Squad;Nation;Pos;Age;MP;Min;Gls;G-PK;Ast;xG;xAG;Gls/90;G-PK/90;Ast/90;xG/90;xAG/90;Competition;Sh;Sh/90;SoT/90;Passes%;ShortPasses%;MediumPasses%;LongPasses%;A-xAG;TklW/90;Blocks/90;Int/90;Tkl+Int/90;Clr/90;Touches/90;Dribbles/90;Dribbles%;SCA/90;GCA/90;Aerial%;Points/90;xGA;OG;PSxG;PSxG/SoT;PSxG+/-;GA;GA/90;Save%;CS%;SoTA/90;SoTA/GA;SoT/G;G-xG;PassesCompleted/90;PassesAttempted/90;ShortPassesCompleted/90;MediumPassesCompleted/90;LongPassesCompleted/90;TotDistPasses/90;PrgDistPasses/90;xA/90;KP/90;FinalThirdPasses/90;PPA/90;CrsPA/90;PassesProgressive/90;xGA/90;Recov/90;Fls/90;Fld/90;AerialW/90;xGD;xGD/90;MP_Squad
Phil Foden;Manchester City;ENG;FW,MF;23;32;2597;16;16;8;9.6;7.7;0.55;0.55;0.28;0.33;0.27;Premier League;96;3.33;1.42;85.2;93.8;86.3;51.3;0.3;0.56;0.72;0.41;1.31;0.53;60.53;1.38;45.4;4.47;0.66;28.6;2.28;26.7;0;0;0;0;0;0;0.0;0;0.0;0.0;2.56;6.4;42.34;49.69;27.47;11.03;1.91;570.84;105.34;0.2;2.03;1.84;1.72;0.16;4.78;0.83;3.69;0.38;1.69;0.19;-17.1;-0.49999999999999994;34
Sergio Gómez;Manchester City;ESP;FW,MF;23;6;53;0;0;1;0.2;0.2;0.0;0.0;1.7;0.41;0.31;Premier League;2;3.40;0.00;85.2;93.5;88.2;50.0;0.8;0.0;0.0;0.17;0.33;0.0;9.83;0.33;100.0;3.33;3.33;0.0;3.00;1.5;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;7.67;9.0;4.83;2.5;0.17;106.0;16.17;0.03;0.17;0.17;0.33;0.17;0.33;0.25;0.17;0.33;0.0;0.0;-1.3;0.15999999999999998;34
Jack Grealish;Manchester City;ENG;FW,MF;28;20;1009;3;3;1;2.1;2.5;0.27;0.27;0.09;0.19;0.22;Premier League;22;1.96;0.45;86.0;91.8;89.7;71.9;-1.5;0.4;0.65;0.3;0.95;0.25;34.85;0.9;43.9;4.82;0.36;42.9;2.45;12.8;0;0;0;0;0;0;0.0;0;0.0;0.0;1.67;0.8999999999999999;24.95;29.0;15.1;7.8;1.15;351.6;53.45;0.14;1.3;0.75;1.25;0.0;2.5;0.64;2.1;0.3;2.05;0.15;-10.700000000000001;-0.45;34
Joško Gvardiol;Manchester City;CRO;DF;22;25;2058;2;2;1;2.2;1.4;0.09;0.09;0.04;0.09;0.06;Premier League;28;1.22;0.48;87.0;92.0;89.3;69.8;-0.4;1.2;1.2;0.92;2.8;1.36;77.92;0.96;61.5;2.14;0.26;57.7;2.44;22.6;0;0;0;0;0;0;0.0;0;0.0;0.0;5.5;-0.20000000000000018;59.72;68.64;32.56;22.68;2.68;903.48;226.76;0.08;0.68;5.28;0.56;0.12;4.92;0.9;5.48;0.8;0.8;1.2;-20.400000000000002;-0.81;34
Erling Haaland;Manchester City;NOR;FW;23;28;2292;25;19;5;26.2;4.3;0.98;0.75;0.2;1.03;0.17;Premier League;105;4.12;1.92;75.5;80.8;79.7;62.5;0.7;0.07;0.32;0.07;0.25;0.46;20.39;0.43;41.4;2.12;0.39;48.6;2.25;24.0;0;0;0;0;0;0;0.0;0;0.0;0.0;2.58;-1.1999999999999993;9.36;12.39;6.18;1.82;0.18;102.32;17.43;0.07;1.04;0.5;0.36;0.0;0.71;0.86;1.54;0.54;0.93;1.29;2.1999999999999993;0.17000000000000004;34
Mateo Kovačić;Manchester City;CRO;MF;30;27;1379;1;1;0;1.2;1.5;0.07;0.07;0.0;0.08;0.1;Premier League;20;1.31;0.33;93.7;96.7;94.1;70.8;-1.5;0.85;0.7;0.22;1.44;0.37;55.41;0.74;62.5;3.33;0.39;57.1;2.37;12.6;0;0;0;0;0;0;0.0;0;0.0;0.0;5.0;-0.19999999999999996;46.85;50.0;26.93;17.11;1.26;670.04;147.41;0.06;0.74;4.07;0.52;0.0;3.44;0.47;2.44;0.52;0.56;0.15;-11.4;-0.38999999999999996;34
Aymeric Laporte;Manchester City;ESP;DF;29;1;12;0;0;0;0.0;0.0;0.0;0.0;0.0;0.27;0.0;Premier League;1;7.50;7.50;100.0;100.0;100.0;0;0.0;0.0;1.0;0.0;0.0;1.0;14.0;0.0;0;0.00;0.00;0;3.00;0.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;11.0;11.0;4.0;7.0;0.0;202.0;48.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;2.0;0.0;0.0;0.0;-0.1;0.17;34
Rico Lewis;Manchester City;ENG;DF,MF;19;15;800;2;2;0;0.6;1.1;0.23;0.23;0.0;0.07;0.13;Premier League;5;0.56;0.45;91.3;96.5;93.5;60.0;-1.1;0.47;0.47;0.27;0.93;0.4;41.0;0.27;44.4;1.69;0.00;0.0;2.20;9.0;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;1.4;34.27;37.53;22.33;10.6;0.8;470.53;74.33;0.08;0.87;1.93;0.53;0.0;2.13;0.6;2.8;0.4;1.27;0.0;-8.4;-0.53;34
James Mcatee;Manchester City;ENG;MF;21;1;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;0;0;0;0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0;0.00;0.00;0;3.00;0.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34
Matheus Nunes;Manchester City;POR;MF;25;17;661;0;0;2;0.8;1.1;0.0;0.0;0.27;0.11;0.15;Premier League;9;1.23;0.54;84.2;91.4;86.5;47.8;0.9;0.24;0.41;0.06;0.65;0.47;31.12;0.53;39.1;2.72;0.41;38.5;2.47;6.9;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.8;21.94;26.06;13.71;6.76;0.65;297.29;46.06;0.09;0.53;1.35;0.94;0.12;2.0;0.41;1.76;0.47;0.94;0.29;-6.1000000000000005;-0.3;34
Stefan Ortega;Manchester City;GER;GK;31;7;523;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;80.4;100.0;98.0;47.0;0.0;0.0;0.0;0.0;0.0;0.14;36.0;0.0;0;0.00;0.00;100.0;2.43;6.2;0;7.6;0.35;+1.6;6;1.03;72.7;50.0;3.14;3.67;0.0;0.0;27.57;34.29;8.0;13.86;5.57;625.0;445.57;0.0;0.0;0.29;0.0;0.0;0.0;0.89;1.57;0.0;0.14;0.14;-6.2;-0.89;34
Cole Palmer;Manchester City;ENG;MF;22;1;11;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;80.0;100.0;66.7;0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0;0.00;0.00;0;3.00;0.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;4.0;5.0;2.0;2.0;0.0;51.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;1.0;0.0;0.0;-0.1;-0.1;34
Kalvin Phillips;Manchester City;ENG;MF;28;4;93;0;0;0;0.1;0.0;0.0;0.0;0.0;0.07;0.0;Premier League;2;1.94;0.00;88.6;96.9;92.3;70.0;0.0;0.75;0.0;0.5;1.25;0.5;21.75;0.25;33.3;0.98;0.00;0;2.25;1.6;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;15.5;17.5;7.75;6.0;1.75;266.75;75.0;0.03;0.0;2.0;0.25;0.25;1.75;0.4;2.0;0.75;0.5;0.0;-1.5;-0.33;34
Rodri;Manchester City;ESP;MF;27;31;2661;7;7;9;3.8;3.8;0.24;0.24;0.3;0.13;0.13;Premier League;58;1.96;0.68;91.9;94.2;93.7;85.0;5.2;1.26;0.94;0.74;2.81;1.26;117.26;1.29;66.7;5.01;0.78;69.9;2.55;26.6;0;0;0;0;0;0;0.0;0;0.0;0.0;2.86;3.2;98.68;107.32;48.58;38.06;9.9;1686.87;464.68;0.19;1.48;11.16;1.9;0.0;11.1;0.86;6.84;1.23;1.06;1.65;-22.8;-0.73;34
Bernardo Silva;Manchester City;POR;MF,FW;29;30;2308;6;6;5;3.5;6.6;0.23;0.23;0.19;0.14;0.26;Premier League;30;1.17;0.51;85.6;93.9;85.8;66.7;-1.6;0.77;0.73;0.53;2.13;0.4;64.77;1.1;60.0;4.56;0.31;10.0;2.33;25.4;0;0;0;0;0;0;0.0;0;0.0;0.0;2.17;2.5;48.9;57.1;28.27;16.3;3.2;747.27;155.93;0.24;1.87;3.13;1.43;0.33;5.4;0.85;3.0;0.67;0.77;0.03;-21.9;-0.71;34
John Stones;Manchester City;ENG;DF,MF;29;16;1064;1;1;0;1.0;0.2;0.08;0.08;0.0;0.09;0.02;Premier League;4;0.34;0.17;93.1;94.4;96.1;75.9;-0.2;0.06;0.69;0.62;0.75;1.31;56.69;0.06;16.7;1.95;0.00;73.7;2.38;12.3;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;0.0;48.81;52.44;25.12;20.12;2.56;773.44;179.5;0.03;0.38;3.31;0.06;0.0;3.56;0.77;2.88;0.25;0.31;0.88;-11.3;-0.68;34
Kyle Walker;Manchester City;ENG;DF;33;29;2518;0;0;4;0.4;2.6;0.0;0.0;0.14;0.01;0.09;Premier League;16;0.57;0.11;88.0;93.5;91.0;68.4;1.4;0.72;0.62;0.79;1.93;1.24;82.07;0.69;60.6;2.15;0.36;63.9;2.28;27.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.4;66.41;75.45;30.17;29.66;5.52;1143.0;261.76;0.11;0.83;6.17;1.07;0.45;5.03;0.94;4.86;0.79;0.62;0.79;-26.900000000000002;-0.9299999999999999;34
Thiago Alcántara;Liverpool;ESP;MF;33;1;6;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;70.0;100.0;75.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0;0.00;0.00;0;0.00;0.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;7.0;10.0;3.0;3.0;1.0;130.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35
Trent Alexander-Arnold;Liverpool;ENG;DF;25;26;1995;3;3;4;2.3;6.0;0.14;0.14;0.18;0.1;0.27;Premier League;41;1.85;0.32;74.8;92.1;78.7;48.4;-2.0;0.88;0.77;1.08;2.42;1.77;82.69;1.08;56.0;5.37;0.32;61.5;2.00;24.8;0;0;0;0;0;0;0.0;0;0.0;0.0;2.33;0.7000000000000002;55.54;74.27;24.58;21.5;8.58;1078.96;441.85;0.23;2.31;7.19;2.08;0.65;7.31;0.95;6.23;0.31;0.31;0.31;-22.5;-0.85;35
Alisson;Liverpool;BRA;GK;31;26;2340;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;86.1;99.6;98.1;52.3;0.0;0.0;0.0;0.0;0.0;0.42;44.04;0.0;0;0.42;0.00;75.0;2.00;31.7;1;27.3;0.26;+1.3;27;1.04;74.5;26.9;3.92;3.78;0.0;0.0;36.27;42.12;8.77;21.81;5.58;792.27;488.35;0.0;0.04;0.31;0.0;0.0;0.19;1.22;1.31;0.04;0.15;0.23;-31.7;-1.22;35
Stefan Bajcetic;Liverpool;ESP;MF;19;1;26;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;81.8;100.0;85.7;0;0.0;1.0;0.0;0.0;4.0;0.0;13.0;0.0;0;0.00;0.00;0;3.00;0.9;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;9.0;11.0;3.0;6.0;0.0;144.0;68.0;0.0;0.0;1.0;0.0;0.0;2.0;0.9;2.0;0.0;2.0;0.0;-0.9;-0.9;35
Owen Beck;Liverpool;WAL;DF;21;1;8;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;75.0;66.7;100.0;0;0.0;1.0;0.0;0.0;2.0;1.0;8.0;0.0;0.0;0.00;0.00;0;3.00;0.9;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;3.0;4.0;2.0;1.0;0.0;31.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9;0.0;0.0;0.0;0.0;-0.9;-0.9;35
Conor Bradley;Liverpool;NIR;DF;20;10;733;1;1;3;0.9;1.5;0.12;0.12;0.37;0.11;0.18;Premier League;12;1.47;0.49;78.6;86.1;77.8;55.9;1.5;2.4;1.7;1.0;4.2;1.4;64.3;1.3;44.8;3.32;0.37;66.7;2.30;7.3;0;0;0;0;0;0;0.0;0;0.0;0.0;4.0;0.09999999999999998;40.4;51.4;23.0;14.4;1.9;600.0;181.5;0.12;1.5;2.7;1.3;0.3;2.9;0.73;5.0;0.7;1.2;1.0;-6.3999999999999995;-0.62;35
Bobby Clark;Liverpool;ENG;MF;19;5;89;0;0;0;0.1;0.0;0.0;0.0;0.0;0.14;0.0;Premier League;2;2.02;0.00;77.6;79.3;91.7;50.0;0.0;0.2;1.2;0.2;0.6;0.2;14.0;0.0;0.0;1.01;0.00;0;3.00;1.7;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;7.6;9.8;4.6;2.2;0.2;93.0;12.8;0.0;0.0;0.6;0.0;0.0;0.6;0.34;1.2;0.8;0.6;0.0;-1.5999999999999999;-0.2;35
Jayden Danns;Liverpool;ENG;FW;18;2;9;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;71.4;75.0;66.7;0;0.0;0.0;0.0;0.0;0.0;0.0;3.5;0.0;0;0.00;0.00;0.0;3.00;0.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;2.5;3.5;1.5;1.0;0.0;36.5;8.0;0.0;0.0;0.0;0.5;0.0;0.5;0.05;0.5;1.0;0.0;0.0;-0.1;-0.05;35
Luis Díaz;Liverpool;COL;FW;27;35;2484;8;8;5;11.4;5.2;0.29;0.29;0.18;0.41;0.19;Premier League;90;3.26;1.12;83.7;90.4;85.3;78.8;-0.2;0.63;0.43;0.09;0.97;0.23;39.09;1.77;48.1;5.54;0.33;34.7;2.14;32.3;0;0;0;0;0;0;0.0;0;0.0;0.0;3.88;-3.4000000000000004;24.14;28.83;13.91;7.49;1.91;374.43;81.06;0.13;1.63;1.74;1.26;0.09;3.2;0.92;3.4;1.34;1.17;0.71;-20.9;-0.51;35
Ben Doak;Liverpool;SCO;FW;18;1;14;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;100.0;100.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0;0.00;0.00;0;1.00;0.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;0.0;0.0;45.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;35
Harvey Elliott;Liverpool;ENG;MF,FW;21;32;1198;3;3;4;2.4;3.1;0.23;0.23;0.3;0.18;0.23;Premier League;46;3.46;1.20;83.0;91.5;86.4;60.0;0.9;0.53;0.75;0.19;0.94;0.22;31.22;0.28;47.4;4.88;0.60;45.0;2.16;15.5;0;0;0;0;0;0;0.0;0;0.0;0.0;5.33;0.6000000000000001;22.22;26.78;12.38;7.53;1.69;350.91;80.38;0.12;0.94;1.84;1.31;0.31;3.38;0.48;2.34;0.19;0.38;0.28;-13.1;-0.3;35
Wataru Endo;Liverpool;JPN;MF;31;27;1557;1;1;0;0.5;1.7;0.06;0.06;0.0;0.03;0.1;Premier League;9;0.52;0.12;87.4;91.9;90.4;70.5;-1.7;0.89;0.89;0.7;2.22;1.0;50.7;0.33;64.3;2.83;0.17;53.4;2.22;19.4;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;0.5;38.44;43.96;20.7;15.67;1.59;596.07;163.81;0.05;0.52;3.7;0.67;0.07;3.26;0.72;3.41;1.67;0.78;1.15;-18.9;-0.69;35
Cody Gakpo;Liverpool;NED;FW,MF;24;33;1495;7;7;5;7.0;2.6;0.42;0.42;0.3;0.42;0.15;Premier League;59;3.55;1.32;76.7;83.6;73.8;76.2;2.4;0.52;0.61;0.36;1.12;0.21;22.0;0.88;58.0;3.67;0.54;53.6;2.24;20.7;0;0;0;0;0;0;0.0;0;0.0;0.0;3.14;0.0;11.7;15.24;7.09;3.67;0.48;164.48;48.48;0.07;0.73;1.18;0.94;0.15;2.33;0.63;2.18;0.73;1.03;0.91;-13.7;-0.21000000000000002;35
Joe Gomez;Liverpool;ENG;DF;26;31;1696;0;0;1;0.7;1.3;0.0;0.0;0.05;0.04;0.07;Premier League;17;0.90;0.05;82.6;90.2;84.9;63.3;-0.3;0.94;0.84;0.58;2.03;1.58;48.13;0.45;45.2;2.60;0.21;75.6;2.26;23.8;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.7;34.16;41.35;15.81;15.26;2.61;585.39;156.58;0.04;0.71;2.61;0.65;0.23;3.13;0.77;3.32;0.87;0.48;1.0;-23.1;-0.73;35
Kaide Gordon;Liverpool;ENG;FW;19;1;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;100.0;0;100.0;0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0;0.00;0.00;100.0;3.00;0.4;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;16.0;11.0;0.0;0.0;0.0;0.0;0.0;1.0;0.4;0.0;0.0;0.0;1.0;-0.4;-0.4;35
Ryan Gravenberch;Liverpool;NED;MF;21;24;1084;1;1;0;2.0;0.9;0.08;0.08;0.0;0.16;0.07;Premier League;22;1.83;0.66;82.2;86.9;87.6;66.7;-0.9;0.46;0.79;0.58;1.58;0.46;28.04;0.92;44.9;3.32;0.00;41.7;2.25;14.4;0;0;0;0;0;0;0.0;0;0.0;0.0;8.0;-1.0;16.71;20.33;10.5;5.0;0.33;223.12;69.0;0.05;0.58;1.42;1.08;0.0;3.08;0.6;3.04;0.83;0.62;0.42;-12.4;-0.43999999999999995;35
Curtis Jones;Liverpool;ENG;MF;23;21;1142;1;1;1;2.6;0.6;0.08;0.08;0.08;0.2;0.05;Premier League;18;1.42;0.32;91.1;94.5;92.3;73.3;0.4;0.67;1.05;0.33;1.57;0.38;42.71;0.71;51.7;2.76;0.24;36.8;1.95;14.9;0;0;0;0;0;0;0.0;0;0.0;0.0;4.0;-1.6;33.0;36.24;18.81;12.05;1.05;484.67;98.95;0.05;0.48;3.0;0.62;0.05;3.43;0.71;3.43;0.76;0.67;0.33;-12.3;-0.51;35
Diogo Jota;Liverpool;POR;FW;27;21;1145;10;10;3;5.3;3.3;0.79;0.79;0.24;0.42;0.26;Premier League;41;3.22;1.49;72.8;81.5;79.8;64.7;-0.3;0.62;0.43;0.33;1.43;0.19;28.29;0.71;36.6;3.77;1.10;30.9;2.29;14.0;0;0;0;0;0;0;0.0;0;0.0;0.0;1.9;4.7;13.67;18.76;8.81;3.95;0.52;190.24;44.71;0.08;1.05;0.86;0.57;0.0;1.62;0.67;2.29;1.29;1.0;0.81;-8.7;-0.25000000000000006;35
Caoimhín Kelleher;Liverpool;IRL;GK;25;10;900;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;81.2;100.0;99.0;44.3;0.0;0.0;0.0;0.0;0.0;0.4;45.7;0.0;0;0.20;0.00;100.0;2.60;10.3;1;11.3;0.30;+1.3;11;1.10;71.1;20.0;3.8;3.45;0.0;0.0;35.9;44.2;10.1;19.6;6.2;807.7;532.3;0.0;0.1;0.9;0.0;0.0;0.1;1.03;1.3;0.0;0.0;0.4;-10.3;-1.03;35
Ibrahima Konaté;Liverpool;FRA;DF;24;22;1574;0;0;0;0.7;0.4;0.0;0.0;0.0;0.04;0.02;Premier League;11;0.63;0.11;87.9;90.8;93.7;57.9;-0.4;1.0;0.82;0.91;2.55;2.32;73.73;0.27;60.0;1.37;0.06;71.3;2.00;21.9;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.7;58.45;66.5;23.36;30.59;3.68;1033.32;411.05;0.02;0.36;6.59;0.36;0.0;5.36;1.0;4.41;1.14;0.59;3.5;-21.2;-0.96;35
Alexis Mac Allister;Liverpool;ARG;MF;25;31;2440;4;3;5;3.0;3.2;0.15;0.11;0.18;0.11;0.12;Premier League;39;1.44;0.26;86.6;91.2;90.8;60.6;1.8;1.65;2.03;1.1;4.13;0.74;70.42;0.58;52.9;3.80;0.44;50.9;2.16;31.3;0;0;0;0;0;0;0.0;0;0.0;0.0;2.33;1.0;51.74;59.77;26.58;20.32;3.03;811.32;233.48;0.14;1.39;4.94;1.19;0.06;6.42;1.01;6.1;1.65;1.42;0.9;-28.3;-0.9;35
Joël Matip;Liverpool;CMR;DF;32;10;781;0;0;0;0.5;0.1;0.0;0.0;0.0;0.06;0.01;Premier League;5;0.58;0.00;87.6;91.7;89.5;70.2;-0.1;0.6;1.6;0.9;2.1;4.3;66.5;0.0;0.0;0.92;0.12;73.7;2.30;11.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.5;49.4;56.4;19.8;25.7;3.3;868.7;306.6;0.01;0.2;2.7;0.2;0.0;3.4;1.13;5.8;0.7;0.3;2.8;-10.8;-1.0699999999999998;35
James McConnell;Liverpool;ENG;MF;19;3;4;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Premier League;0;0.00;0.00;83.3;100.0;100.0;0;0.0;0.0;0.33;0.33;0.33;0.0;3.33;0.0;0.0;0.00;0.00;0;3.00;0.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;1.67;2.0;0.67;1.0;0.0;31.0;9.67;0.0;0.0;0.0;0.0;0.0;0.33;0.0;0.0;0.33;0.33;0.0;0.0;0.0;35
Darwin Núñez;Liverpool;URU;FW;24;34;2011;11;11;8;16.1;6.0;0.49;0.49;0.36;0.72;0.27;Premier League;105;4.70;2.01;69.2;78.3;68.3;58.3;2.0;0.35;0.5;0.09;0.71;0.26;22.35;0.44;34.9;3.53;0.63;38.2;2.21;25.0;0;0;0;0;0;0;0.0;0;0.0;0.0;4.09;-5.100000000000001;9.79;14.15;5.62;2.91;0.62;136.38;29.03;0.13;0.97;0.62;0.76;0.0;1.56;0.74;1.59;0.79;0.44;1.0;-8.899999999999999;-0.020000000000000018;35
Jarell Quansah;Liverpool;ENG;DF;21;15;1010;0;0;0;0.1;0.1;0.0;0.0;0.0;0.01;0.01;Premier League;3;0.27;0.09;88.2;93.2;94.1;50.0;-0.1;1.13;0.73;0.87;2.13;2.13;74.0;0.27;57.1;0.89;0.00;65.6;2.40;10.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;60.13;68.2;21.0;35.0;3.27;1080.87;349.8;0.01;0.13;3.73;0.07;0.0;3.8;0.69;4.2;0.53;0.13;2.67;-10.200000000000001;-0.6799999999999999;35
Andrew Robertson;Liverpool;SCO;DF;30;22;1603;3;3;2;2.0;4.7;0.17;0.17;0.11;0.11;0.26;Premier League;12;0.67;0.34;79.9;93.0;83.6;50.0;-2.7;1.09;0.82;0.59;2.14;1.82;73.14;0.18;25.0;4.55;0.28;52.0;2.00;22.5;0;0;0;0;0;0;0.0;0;0.0;0.0;2.0;1.0;52.55;65.77;25.5;21.09;5.14;901.64;305.64;0.16;2.5;4.77;0.91;0.5;5.55;1.02;4.32;0.41;0.23;0.59;-20.5;-0.91;35
Mohamed Salah;Liverpool;EGY;FW;31;30;2354;18;13;10;20.0;11.4;0.69;0.5;0.38;0.77;0.44;Premier League;99;3.79;1.64;73.5;85.0;71.8;64.5;-1.4;0.3;0.6;0.07;0.53;0.03;42.43;0.8;33.8;5.01;0.73;31.6;2.10;28.8;0;0;0;0;0;0;0.0;0;0.0;0.0;3.31;-2.0;23.3;31.7;13.63;7.57;1.33;344.27;102.43;0.24;2.13;1.87;2.1;0.17;4.7;0.96;2.7;0.33;0.77;0.2;-8.8;-0.18999999999999995;35
Dominik Szoboszlai;Liverpool;HUN;MF;23;31;2079;3;3;2;3.4;5.5;0.13;0.13;0.09;0.15;0.24;Premier League;57;2.47;0.56;82.4;89.2;86.9;57.8;-3.5;0.61;1.19;0.48;1.52;0.52;56.97;0.77;43.6;4.76;0.30;40.0;2.13;24.9;0;0;0;0;0;0;0.0;0;0.0;0.0;4.33;-0.3999999999999999;40.32;48.94;21.81;13.94;3.1;642.45;156.84;0.16;1.71;3.13;1.03;0.19;4.77;0.8;5.42;0.97;0.94;0.39;-21.5;-0.65;35
Kostas Tsimikas;Liverpool;GRE;DF;27;13;679;0;0;3;0.1;1.0;0.0;0.0;0.4;0.01;0.14;Premier League;3;0.40;0.00;76.6;89.8;79.2;49.4;2.0;1.0;0.69;0.46;1.92;0.77;44.08;0.31;26.7;4.24;0.27;18.8;2.15;8.4;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;29.46;38.46;14.23;11.15;3.23;506.54;131.92;0.1;1.23;1.23;0.54;0.31;2.38;0.65;3.31;0.85;0.54;0.23;-8.3;-0.64;35
Virgil van Dijk;Liverpool;NED;DF;32;34;2997;2;2;2;2.6;1.6;0.06;0.06;0.06;0.08;0.05;Premier League;40;1.20;0.36;91.3;93.9;95.0;73.9;0.4;0.65;1.26;1.06;2.21;4.03;89.91;0.06;50.0;1.77;0.12;82.2;2.12;39.4;0;0;0;0;0;0;0.0;0;0.0;0.0;6.0;-0.6000000000000001;73.38;80.38;28.32;37.62;6.68;1377.18;526.44;0.03;0.32;5.79;0.29;0.0;5.62;1.16;4.79;0.62;0.32;3.94;-36.8;-1.0799999999999998;35
Miguel Almirón;Newcastle Utd;PAR;FW;30;30;1862;3;3;1;4.5;2.6;0.15;0.15;0.05;0.22;0.12;Premier League;40;1.93;0.53;82.8;89.7;82.6;55.3;-1.6;0.8;0.93;0.33;1.5;0.4;33.03;0.7;43.8;2.42;0.19;46.2;1.53;36.8;0;0;0;0;0;0;0.0;0;0.0;0.0;3.67;-1.5;21.37;25.8;13.13;6.63;0.7;289.7;59.13;0.08;0.77;1.23;0.67;0.1;2.5;1.23;3.2;0.5;0.73;0.2;-32.3;-1.01;34
Elliot Anderson;Newcastle Utd;SCO;MF,FW;21;18;853;0;0;1;1.4;1.1;0.0;0.0;0.11;0.15;0.11;Premier League;16;1.69;0.42;79.8;87.4;84.1;27.3;-0.1;0.89;0.94;0.39;1.56;1.11;29.17;0.72;44.8;2.96;0.21;63.0;1.94;9.6;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-1.4;16.72;20.94;10.78;5.0;0.33;227.94;56.83;0.04;0.67;1.67;0.56;0.0;2.67;0.53;2.83;0.94;0.89;0.94;-8.2;-0.38;34
